22:07:49,2.8
22:07:59,1.07
22:08:09,2.97
22:08:20,3.49
22:08:30,2.0
22:08:40,2.9
22:08:50,0.53
22:09:00,4.85
22:09:10,4.55
22:09:20,2.39
22:09:30,0.77
22:09:40,3.86
22:09:50,0.81
22:10:00,1.31
22:10:10,0.55
22:10:20,1.45
22:10:30,4.19
22:31:35,1.18
22:31:36,1.46
22:31:45,3.97
22:31:46,4.46
22:31:55,1.12
22:31:56,2.11
22:32:05,4.01
22:32:06,1.95
22:32:15,1.31
22:32:16,3.37
22:38:28,0.76
22:38:29,4.12
22:38:38,3.39
22:38:39,1.11
22:38:48,2.0
22:38:49,4.16
22:38:58,4.47
22:51:22,4.97
22:51:24,1.66
22:51:32,1.45
22:51:34,2.19
22:51:42,3.21
22:51:44,4.07
22:51:52,3.93
22:51:54,0.85
22:52:02,1.55
22:52:04,4.46
22:52:12,3.48
22:52:14,4.48
22:52:22,3.81
22:52:24,4.36
22:52:32,1.74
22:52:34,0.73
22:52:42,1.85
21:34:07,3.28
21:34:09,2.25
21:34:17,1.84
21:34:19,2.41
21:34:27,1.55
21:34:29,1.03
21:34:37,4.57
21:34:39,2.92
21:34:47,3.78
21:34:49,4.86
21:34:57,2.75
21:34:59,0.66
21:35:07,2.17
21:35:09,2.22
21:35:17,1.16
21:35:19,2.38
21:35:27,3.79
21:35:29,3.56
21:35:37,3.31
21:35:39,2.0
21:35:47,2.71
21:35:49,4.37
21:35:57,3.75
21:35:59,2.85
21:36:07,0.94
21:36:09,3.26
21:36:17,1.46
21:36:19,4.94
21:36:27,2.37
21:36:29,1.7
21:36:37,4.81
21:36:39,4.85
21:36:47,2.99
21:36:49,2.17
21:36:57,3.05
21:36:59,4.89
21:37:07,2.66
21:37:09,3.94
21:37:17,1.96
21:37:19,2.58
21:37:27,2.08
21:37:29,3.9
21:37:37,2.43
21:37:39,0.71
22:17:24,4.69
22:17:26,1.75
22:17:34,1.88
22:17:36,3.9
22:17:44,3.79
22:17:46,0.93
22:17:54,2.81
22:17:56,3.65
22:18:04,1.99
22:18:06,1.89
22:18:14,2.66
22:18:16,3.58
22:18:24,2.88
22:18:26,2.73
22:18:34,1.57
22:18:36,4.38
22:18:44,2.86
22:18:46,2.82
22:18:54,1.51
22:18:56,2.0
22:19:04,1.13
22:19:06,4.21
22:19:14,0.82
22:19:16,2.65
22:19:24,1.46
22:19:26,0.64
22:19:34,1.67
22:19:36,1.89
22:19:44,2.96
22:19:46,0.9
22:19:54,3.31
22:19:56,4.76
22:20:04,3.32
22:20:06,2.58
22:20:14,4.89
22:20:16,1.39
22:20:24,4.8
22:20:26,4.49
22:20:34,4.4
22:20:36,0.82
22:20:44,4.42
22:20:46,2.08
22:20:54,1.61
22:20:56,1.14
